X_int_1	Y_int_1	Cond.1[mS/m]	Inph.1[ppt]	X_int_2	Y_int_2	Cond.2[mS/m]	Inph.2[ppt]	X_int_3	Y_int_3	Cond.3[mS/m]	Inph.3[ppt]	Num fich	b et p	Base	Profil
397579.1609	5315708.6389	8.42	-0.02	397579.3543	5315708.6637	12.17	-0.12	397579.5874	5315708.6937	16.56	-0.07	1	3	0	2
397578.4797	5315708.471	5.16	-0.06	397578.6678	5315708.5174	11.26	-0.16	397578.8944	5315708.5734	15.96	-0.14	1	3	0	2
397578.0667	5315708.2375	6.09	-0.02	397578.2494	5315708.3056	11.02	-0.12	397578.4696	5315708.3877	15.96	-0.06	1	3	0	2
397577.6572	5315708.085	7.58	0.0	397577.84	5315708.153	11.67	-0.11	397578.0602	5315708.2351	16.46	-0.07	1	3	0	2
397577.2476	5315707.9353	5.59	-0.02	397577.4306	5315708.0027	11.54	-0.12	397577.6511	5315708.0838	16.46	-0.11	1	3	0	2
397576.5959	5315707.7017	7.6	0.0	397576.7792	5315707.7682	11.7	-0.11	397577.0	5315707.8485	16.48	-0.07	1	3	0	2
397575.9448	5315707.4591	7.99	-0.01	397576.1275	5315707.5272	12.55	-0.11	397576.3477	5315707.6093	17.28	-0.08	1	3	0	2
397575.5182	5315707.29	6.85	-0.04	397575.7004	5315707.3596	12.48	-0.18	397575.9199	5315707.4435	17.62	-0.17	1	3	0	2
397575.0913	5315707.1267	7.85	-0.01	397575.2734	5315707.1964	12.64	-0.11	397575.4929	5315707.2803	17.81	-0.08	1	3	0	2
397574.6641	5315706.9662	7.82	-0.01	397574.8465	5315707.0352	13.01	-0.11	397575.0663	5315707.1182	18.26	-0.08	1	3	0	2
397574.0551	5315706.7416	6.35	-0.04	397574.2377	5315706.8099	12.77	-0.18	397574.4579	5315706.8921	18.0	-0.16	1	3	0	2
397573.4455	5315706.5269	8.95	-0.02	397573.6294	5315706.5918	13.06	-0.15	397573.8509	5315706.6701	18.2	-0.08	1	3	0	2
397573.002	5315706.3918	8.94	-0.03	397573.187	5315706.4535	14.53	-0.13	397573.4099	5315706.5278	19.46	-0.1	1	3	0	2
397572.5591	5315706.2441	8.63	-0.02	397572.7441	5315706.3058	14.62	-0.14	397572.967	5315706.3801	19.76	-0.13	1	3	0	2
397572.1168	5315706.085	9.49	0.0	397572.3008	5315706.1496	14.81	-0.11	397572.5225	5315706.2276	19.71	-0.08	1	3	0	2
397571.4928	5315705.8424	9.72	0.0	397571.6757	5315705.9101	15.02	-0.11	397571.8961	5315705.9916	19.61	-0.09	1	3	0	2
397570.8675	5315705.6468	10.16	-0.02	397571.0533	5315705.7051	15.34	-0.11	397571.2772	5315705.7755	20.11	-0.1	1	3	0	2
397570.4772	5315705.581	10.77	-0.02	397570.666	5315705.63	15.94	-0.14	397570.8934	5315705.6891	21.02	-0.09	1	3	0	2
397570.0876	5315705.4797	6.82	-0.06	397570.2763	5315705.5287	15.85	-0.11	397570.5038	5315705.5878	20.87	-0.11	1	3	0	2
397569.698	5315705.3784	4.05	-0.04	397569.8867	5315705.4275	14.35	-0.15	397570.1141	5315705.4866	20.19	-0.12	1	3	0	2
397567.8963	5315703.7953	2.79	-0.11	397567.7282	5315703.6965	15.64	-0.11	397567.5257	5315703.5773	21.7	-0.1	1	4	0	3
397568.4854	5315704.0323	11.87	-0.01	397568.3066	5315703.96	18.15	-0.17	397568.0911	5315703.8728	23.49	-0.14	1	4	0	3
397568.9901	5315704.0481	11.09	-0.02	397568.8005	5315704.0023	17.59	-0.14	397568.5721	5315703.9472	22.59	-0.14	1	4	0	3
397569.4843	5315704.1628	10.77	-0.03	397569.2944	5315704.1183	17.22	-0.18	397569.0657	5315704.0647	22.01	-0.16	1	4	0	3
397570.097	5315704.2977	10.43	-0.02	397569.9069	5315704.2544	15.67	-0.17	397569.6777	5315704.2023	21.23	-0.11	1	4	0	3
397570.707	5315704.5105	9.09	-0.04	397570.5233	5315704.4481	15.78	-0.13	397570.302	5315704.373	20.61	-0.1	1	4	0	3
397571.1391	5315704.7842	8.33	-0.05	397570.9619	5315704.7027	15.21	-0.19	397570.7485	5315704.6044	20.13	-0.18	1	4	0	3
397571.5742	5315704.9845	9.23	0.01	397571.3971	5315704.9029	14.8	-0.08	397571.1836	5315704.8047	19.83	-0.09	1	4	0	3
397572.0112	5315705.1695	10.0	0.0	397571.8324	5315705.0919	15.48	-0.11	397571.6169	5315704.9983	20.15	-0.1	1	4	0	3
397572.6999	5315705.4351	12.09	-0.04	397572.5194	5315705.3613	16.58	-0.15	397572.3019	5315705.2724	20.25	-0.12	1	4	0	3
397573.3885	5315705.6876	11.06	-0.02	397573.2053	5315705.6211	15.14	-0.14	397572.9846	5315705.5411	19.21	-0.08	1	4	0	3
397573.8588	5315705.8084	10.1	-0.01	397573.673	5315705.7493	14.64	-0.11	397573.449	5315705.678	18.68	-0.08	1	4	0	3
397574.3274	5315705.9575	8.52	-0.01	397574.1415	5315705.8984	13.38	-0.14	397573.9176	5315705.8271	17.6	-0.11	1	4	0	3
397574.7955	5315706.0805	7.92	0.0	397574.6078	5315706.0283	11.79	-0.11	397574.3815	5315705.9654	16.54	-0.06	1	4	0	3
397575.4352	5315706.2073	8.43	-0.01	397575.2455	5315706.162	12.33	-0.12	397575.017	5315706.1074	16.99	-0.07	1	4	0	3
397576.0756	5315706.3877	6.67	-0.03	397575.888	5315706.3351	12.19	-0.14	397575.6619	5315706.2717	16.85	-0.13	1	4	0	3
397576.4953	5315706.5507	8.24	-0.01	397576.3097	5315706.4908	12.27	-0.11	397576.0861	5315706.4186	16.79	-0.07	1	4	0	3
397576.9146	5315706.6861	9.62	-0.02	397576.729	5315706.6262	13.61	-0.14	397576.5054	5315706.554	18.29	-0.1	1	4	0	3
397577.3338	5315706.8225	8.67	-0.01	397577.1483	5315706.7623	13.52	-0.12	397576.9248	5315706.6898	18.36	-0.12	1	4	0	3
397577.9976	5315707.0397	8.2	-0.01	397577.8122	5315706.9793	13.05	-0.13	397577.5888	5315706.9065	17.84	-0.08	1	4	0	3
397578.6573	5315707.3004	9.8	-0.02	397578.4764	5315707.2286	14.21	-0.13	397578.2585	5315707.142	18.72	-0.07	1	4	0	3
397579.0732	5315707.5429	7.97	-0.03	397578.8968	5315707.4597	13.27	-0.14	397578.6843	5315707.3594	17.61	-0.13	1	4	0	3
397579.4931	5315707.7411	7.76	-0.01	397579.3167	5315707.6578	12.15	-0.12	397579.1042	5315707.5576	16.7	-0.08	1	4	0	3
397579.9162	5315707.9117	8.95	0.0	397579.7369	5315707.8355	12.79	-0.11	397579.5208	5315707.7436	16.95	-0.07	1	4	0	3
397580.5604	5315708.1273	7.5	-0.03	397580.3781	5315708.0582	12.36	-0.13	397580.1584	5315707.9748	16.74	-0.11	1	4	0	3
397581.2024	5315708.335	7.8	-0.02	397581.017	5315708.2752	12.24	-0.11	397580.7937	5315708.203	16.72	-0.08	1	4	0	3
397581.6426	5315708.4176	8.87	-0.01	397581.4542	5315708.367	12.69	-0.13	397581.2273	5315708.306	17.0	-0.1	1	4	0	3
397582.0818	5315708.5356	7.48	-0.03	397581.8935	5315708.485	12.28	-0.13	397581.6666	5315708.424	16.58	-0.12	1	4	0	3
397582.5205	5315708.6843	7.46	-0.03	397582.3347	5315708.6256	12.02	-0.15	397582.1108	5315708.5549	16.93	-0.12	1	4	0	3
397583.175	5315708.9535	8.08	0.0	397582.9918	5315708.8868	12.52	-0.1	397582.771	5315708.8064	17.43	-0.09	1	4	0	3
397583.8308	5315709.1778	8.23	-0.01	397583.6463	5315709.1148	12.72	-0.12	397583.424	5315709.0388	17.12	-0.11	1	4	0	3
397584.2875	5315709.3092	8.4	-0.02	397584.1018	5315709.2499	12.84	-0.14	397583.8779	5315709.1784	17.23	-0.13	1	4	0	3
397584.7437	5315709.4548	9.45	-0.01	397584.5579	5315709.3955	13.86	-0.13	397584.334	5315709.324	18.48	-0.12	1	4	0	3
397585.1998	5315709.6011	9.26	-0.01	397585.0141	5315709.5416	14.01	-0.13	397584.7903	5315709.4699	18.44	-0.13	1	4	0	3
397585.8532	5315709.8121	9.37	-0.02	397585.6675	5315709.7524	14.31	-0.17	397585.4438	5315709.6804	19.15	-0.12	1	4	0	3
397586.5057	5315710.04	10.3	-0.02	397586.3217	5315709.9757	15.36	-0.15	397586.0999	5315709.8982	20.19	-0.13	1	4	0	3
397586.9441	5315710.224	10.63	-0.03	397586.7617	5315710.155	15.86	-0.14	397586.5419	5315710.0719	20.57	-0.14	1	4	0	3
397587.3835	5315710.3901	10.65	-0.03	397587.2011	5315710.3211	16.01	-0.15	397586.9812	5315710.238	20.31	-0.16	1	4	0	3
397587.8236	5315710.5418	11.58	-0.03	397587.6399	5315710.4766	16.02	-0.14	397587.4184	5315710.398	20.33	-0.11	1	4	0	3
397588.5026	5315710.7526	10.36	-0.03	397588.3175	5315710.6911	15.42	-0.13	397588.0945	5315710.617	20.07	-0.11	1	4	0	3
397589.1809	5315710.9593	10.33	-0.04	397588.9944	5315710.9027	15.83	-0.17	397588.7696	5315710.8345	20.4	-0.16	1	4	0	3
397589.6535	5315711.0707	10.13	-0.01	397589.4655	5315711.0189	15.06	-0.13	397589.2389	5315710.9566	19.66	-0.09	1	4	0	3
397590.1259	5315711.2006	10.06	-0.02	397589.9379	5315711.1488	14.95	-0.13	397589.7113	5315711.0865	19.13	-0.09	1	4	0	3
397590.598	5315711.352	8.77	-0.03	397590.4117	5315711.2946	14.12	-0.18	397590.1873	5315711.2255	18.52	-0.16	1	4	0	3
397591.2665	5315711.6019	8.66	0.0	397591.082	5315711.5389	13.1	-0.12	397590.8596	5315711.4629	17.72	-0.07	1	4	0	3
397591.9349	5315711.8374	8.35	0.0	397591.751	5315711.7725	13.07	-0.11	397591.5294	5315711.6944	17.85	-0.07	1	4	0	3
397592.3987	5315712.0134	7.85	-0.04	397592.2154	5315711.9467	13.57	-0.18	397591.9946	5315711.8663	18.55	-0.16	1	4	0	3
397592.8628	5315712.1824	9.46	-0.02	397592.6796	5315712.1157	13.89	-0.15	397592.4588	5315712.0353	18.85	-0.1	1	4	0	3
397593.3228	5315712.3877	8.25	-0.03	397593.1435	5315712.3117	13.98	-0.16	397592.9274	5315712.2202	18.71	-0.12	1	4	0	3
397593.958	5315712.7346	8.43	-0.05	397593.7826	5315712.6494	14.44	-0.19	397593.5712	5315712.5467	19.16	-0.17	1	4	0	3
397594.6022	5315712.9875	10.5	-0.02	397594.421	5315712.9171	15.02	-0.14	397594.2027	5315712.8324	19.96	-0.11	1	4	0	3
397595.0805	5315713.0701	9.75	-0.01	397594.8935	5315713.0146	15.24	-0.12	397594.6682	5315712.9478	20.17	-0.1	1	4	0	3
397595.5538	5315713.2105	10.01	-0.01	397595.3669	5315713.1551	15.57	-0.15	397595.1416	5315713.0882	20.52	-0.12	1	4	0	3
397596.026	5315713.3795	10.54	-0.01	397595.8416	5315713.3166	15.39	-0.14	397595.6193	5315713.2408	20.47	-0.1	1	4	0	3
397596.7339	5315713.6824	8.92	-0.02	397596.552	5315713.612	14.65	-0.13	397596.3329	5315713.5273	19.69	-0.13	1	4	0	3
397597.4442	5315713.9321	9.1	-0.03	397597.2602	5315713.8682	14.26	-0.14	397597.0383	5315713.7911	18.87	-0.13	1	4	0	3
397597.9013	5315714.0485	11.82	-0.04	397597.715	5315713.9909	15.06	-0.19	397597.4904	5315713.9215	19.8	-0.11	1	4	0	3
397598.3571	5315714.1893	9.18	-0.04	397598.1708	5315714.1317	14.59	-0.13	397597.9463	5315714.0624	19.55	-0.13	1	4	0	3
397598.813	5315714.3285	9.36	-0.04	397598.6265	5315714.2714	14.42	-0.15	397598.4018	5315714.2025	19.26	-0.12	1	4	0	3
397599.4889	5315714.5323	10.71	-0.03	397599.3023	5315714.4756	15.16	-0.14	397599.0775	5315714.4072	20.08	-0.1	1	4	0	3
397600.1647	5315714.7398	9.37	-0.03	397599.9783	5315714.6825	14.7	-0.13	397599.7537	5315714.6135	19.53	-0.12	1	4	0	3
397600.6263	5315714.8852	8.99	-0.02	397600.44	5315714.8274	14.14	-0.15	397600.2156	5315714.7577	18.97	-0.14	1	4	0	3
397601.0878	5315715.0285	9.82	-0.02	397600.9016	5315714.9707	13.97	-0.16	397600.6771	5315714.901	19.26	-0.11	1	4	0	3
397601.5461	5315715.2146	9.53	-0.02	397601.364	5315715.1457	14.74	-0.12	397601.1446	5315715.0627	19.83	-0.12	1	4	0	3
397602.2042	5315715.5543	10.13	-0.03	397602.0263	5315715.4744	15.05	-0.17	397601.8119	5315715.3781	19.98	-0.13	1	4	0	3
397602.8679	5315715.8281	10.97	-0.06	397602.6875	5315715.7541	15.01	-0.17	397602.4702	5315715.665	20.08	-0.14	1	4	0	3
397603.3278	5315715.9752	10.08	-0.03	397603.145	5315715.9072	15.47	-0.12	397602.9248	5315715.8252	20.66	-0.15	1	4	0	3
397603.7853	5315716.1456	9.75	-0.01	397603.6026	5315716.0775	15.57	-0.13	397603.3823	5315715.9956	20.84	-0.14	1	4	0	3
397604.2433	5315716.309	11.38	-0.03	397604.0599	5315716.2428	16.21	-0.2	397603.8389	5315716.1629	21.92	-0.14	1	4	0	3
397604.938	5315716.5454	8.54	-0.06	397604.754	5315716.481	16.06	-0.15	397604.5322	5315716.4033	21.25	-0.16	1	4	0	3
397605.6326	5315716.7587	9.82	-0.04	397605.4462	5315716.7021	15.86	-0.17	397605.2215	5315716.6339	21.06	-0.18	1	4	0	3
397606.1066	5315716.8508	11.16	-0.03	397605.9177	5315716.8021	16.65	-0.18	397605.6902	5315716.7434	22.02	-0.15	1	4	0	3
397606.5802	5315716.9729	8.05	-0.07	397606.3914	5315716.9242	16.43	-0.19	397606.1638	5315716.8655	22.01	-0.19	1	4	0	3
397607.0539	5315717.0941	9.98	-0.06	397606.865	5315717.0456	16.85	-0.24	397606.6373	5315716.9873	22.48	-0.22	1	4	0	3
397607.7544	5315717.2718	12.3	-0.03	397607.5654	5315717.2236	17.82	-0.22	397607.3377	5315717.1655	23.17	-0.15	1	4	0	3
397608.4542	5315717.4897	10.43	-0.04	397608.2685	5315717.4312	17.03	-0.16	397608.0447	5315717.3607	22.3	-0.17	1	4	0	3
397608.901	5315717.6976	10.33	-0.04	397608.7185	5315717.6288	16.61	-0.22	397608.4986	5315717.5459	22.24	-0.19	1	4	0	3
397609.3485	5315717.8663	11.73	-0.04	397609.166	5315717.7975	17.46	-0.21	397608.9461	5315717.7146	23.64	-0.17	1	4	0	3
397609.7949	5315718.0476	10.9	-0.06	397609.6137	5315717.9756	17.94	-0.19	397609.3953	5315717.8888	23.75	-0.21	1	4	0	3
397610.4429	5315718.3318	11.77	-0.05	397610.263	5315718.2565	18.22	-0.21	397610.0462	5315718.1658	23.8	-0.2	1	4	0	3
397611.0878	5315718.6312	14.0	-0.07	397610.9112	5315718.5489	18.86	-0.28	397610.6983	5315718.4497	24.67	-0.18	1	4	0	3
397611.4937	5315718.8703	9.23	-0.1	397611.3204	5315718.781	17.93	-0.22	397611.1115	5315718.6734	23.5	-0.24	1	4	0	3
397611.9039	5315719.0816	10.79	-0.04	397611.7305	5315718.9923	16.86	-0.17	397611.5216	5315718.8847	21.65	-0.16	1	4	0	3
397612.3188	5315719.2587	12.73	-0.04	397612.1416	5315719.1781	17.62	-0.2	397611.9279	5315719.0809	22.44	-0.16	1	4	0	3
397612.9502	5315719.4734	10.46	-0.06	397612.769	5315719.4014	16.93	-0.21	397612.5506	5315719.3146	22.06	-0.2	1	4	0	3
397613.5763	5315719.7277	10.91	-0.03	397613.3956	5315719.6543	16.63	-0.17	397613.1779	5315719.5659	21.58	-0.14	1	4	0	3
397614.0105	5315719.9137	12.72	-0.04	397613.8304	5315719.8389	17.92	-0.17	397613.6134	5315719.7488	22.76	-0.15	1	4	0	3
397614.4453	5315720.0942	11.16	-0.03	397614.2652	5315720.0194	17.26	-0.18	397614.0482	5315719.9293	22.7	-0.2	1	4	0	3
397614.8822	5315720.2361	10.25	-0.02	397614.6985	5315720.1714	16.3	-0.15	397614.4772	5315720.0934	21.89	-0.14	1	4	0	3
397615.5505	5315720.3923	12.03	-0.04	397615.3633	5315720.3376	17.49	-0.26	397615.1377	5315720.2716	23.32	-0.16	1	4	0	3
397616.2141	5315720.6308	6.14	-0.07	397616.031	5315720.5647	16.58	-0.2	397615.8104	5315720.4851	22.9	-0.21	1	4	0	3
397616.6155	5315720.8493	8.79	-0.02	397616.4365	5315720.7719	15.75	-0.19	397616.2209	5315720.6786	22.13	-0.14	1	4	0	3
397617.0196	5315721.0241	11.27	-0.02	397616.8406	5315720.9467	17.68	-0.18	397616.625	5315720.8534	23.22	-0.14	1	4	0	3
397617.4157	5315721.2418	10.92	-0.04	397617.2422	5315721.1537	17.75	-0.18	397617.0331	5315721.0475	23.21	-0.17	1	4	0	3
397617.9346	5315721.5944	11.05	-0.01	397617.7665	5315721.4956	17.77	-0.12	397617.5639	5315721.3765	23.29	-0.13	1	4	0	3
397618.4712	5315721.8437	11.28	-0.01	397618.2958	5315721.7601	18.1	-0.16	397618.0845	5315721.6593	23.66	-0.14	1	4	0	3
397618.8615	5315721.9261	10.04	-0.02	397618.6789	5315721.8576	17.29	-0.16	397618.4589	5315721.7751	23.15	-0.17	1	4	0	3
397619.2422	5315722.0688	10.82	-0.02	397619.0596	5315722.0004	17.01	-0.17	397618.8396	5315721.9179	22.6	-0.15	1	4	0	3
397619.623	5315722.2111	13.96	-0.07	397619.4403	5315722.1428	19.37	-0.21	397619.2202	5315722.0604	23.76	-0.13	1	4	0	3
397620.2245	5315722.4353	12.3	-0.06	397620.0419	5315722.3671	18.44	-0.2	397619.8217	5315722.2849	22.55	-0.18	1	4	0	3
397620.827	5315722.6393	10.83	-0.02	397620.6425	5315722.5764	16.55	-0.15	397620.4201	5315722.5007	21.33	-0.1	1	4	0	3
397621.2436	5315722.7467	12.49	-0.04	397621.0573	5315722.6893	17.52	-0.19	397620.8327	5315722.6201	22.03	-0.1	1	4	0	3
397621.6594	5315722.8749	10.71	-0.04	397621.4731	5315722.8175	16.69	-0.14	397621.2485	5315722.7482	21.23	-0.12	1	4	0	3
397622.0752	5315723.0028	10.59	-0.03	397621.8889	5315722.9454	16.31	-0.17	397621.6643	5315722.8763	21.24	-0.1	1	4	0	3
397622.669	5315723.185	11.86	-0.04	397622.4827	5315723.1277	16.27	-0.26	397622.258	5315723.0587	21.76	-0.1	1	4	0	3
397623.2628	5315723.3675	5.96	-0.1	397623.0765	5315723.3102	16.1	-0.14	397622.8518	5315723.2412	21.11	-0.13	1	4	0	3
397623.8566	5315723.55	8.03	-0.06	397623.6703	5315723.4927	15.59	-0.22	397623.4456	5315723.4237	21.1	-0.15	1	4	0	3
397624.4504	5315723.7325	11.57	-0.02	397624.2641	5315723.6752	17.15	-0.16	397624.0394	5315723.6062	22.5	-0.1	1	4	0	3
397626.133	5315723.7638	9.21	-0.11	397626.3075	5315723.8509	20.16	-0.18	397626.5177	5315723.956	25.75	-0.15	1	5	0	4
397625.7733	5315723.584	11.75	-0.02	397625.9478	5315723.6711	19.1	-0.15	397626.158	5315723.7762	24.78	-0.13	1	5	0	4
397625.4094	5315723.4356	12.43	-0.05	397625.5874	5315723.5148	18.97	-0.29	397625.8019	5315723.6103	24.85	-0.13	1	5	0	4
397624.839	5315723.2449	8.12	-0.16	397625.0206	5315723.3161	20.24	-0.2	397625.2393	5315723.4019	24.56	-0.21	1	5	0	4
397624.2717	5315723.0402	13.87	-0.05	397624.4549	5315723.1069	19.23	-0.18	397624.6757	5315723.1873	23.89	-0.1	1	5	0	4
397623.5815	5315722.826	13.61	-0.07	397623.7663	5315722.8881	18.58	-0.28	397623.9891	5315722.963	24.13	-0.1	1	5	0	4
397622.8922	5315722.6001	9.89	-0.08	397623.0776	5315722.6607	18.06	-0.2	397623.3009	5315722.7338	23.01	-0.19	1	5	0	4
397622.442	5315722.4629	10.77	-0.02	397622.6278	5315722.522	16.91	-0.13	397622.8518	5315722.5932	22.18	-0.08	1	5	0	4
397621.9919	5315722.3199	12.44	-0.04	397622.1778	5315722.3789	18.2	-0.2	397622.4017	5315722.4501	23.24	-0.13	1	5	0	4
397621.5487	5315722.1146	9.9	-0.08	397621.7279	5315722.1896	17.5	-0.22	397621.9439	5315722.2799	23.06	-0.19	1	5	0	4
397621.1319	5315721.8295	10.76	-0.04	397621.3045	5315721.9203	17.06	-0.18	397621.5125	5315722.0297	22.69	-0.13	1	5	0	4
397620.7083	5315721.6065	12.48	-0.05	397620.8808	5315721.6973	18.47	-0.2	397621.0888	5315721.8067	24.1	-0.13	1	5	0	4
397620.2832	5315721.3908	9.86	-0.08	397620.4567	5315721.4798	18.13	-0.2	397620.6658	5315721.5871	23.94	-0.19	1	5	0	4
397619.5995	5315721.0573	12.24	-0.05	397619.7739	5315721.1445	18.48	-0.15	397619.9841	5315721.2495	23.43	-0.15	1	5	0	4
397618.9134	5315720.7431	14.24	-0.08	397619.0909	5315720.8235	19.77	-0.2	397619.3048	5315720.9204	24.1	-0.15	1	5	0	4
397618.4335	5315720.5756	12.06	-0.05	397618.6141	5315720.6492	18.08	-0.16	397618.8317	5315720.738	23.11	-0.16	1	5	0	4
397617.9574	5315720.3814	11.91	-0.03	397618.138	5315720.455	18.29	-0.14	397618.3556	5315720.5438	23.32	-0.13	1	5	0	4
397617.48	5315720.2046	12.14	-0.03	397617.6623	5315720.2737	18.35	-0.18	397617.8819	5315720.3571	23.26	-0.13	1	5	0	4
397616.746	5315719.9644	10.51	-0.04	397616.9299	5315720.0291	17.09	-0.15	397617.1516	5315720.107	22.53	-0.15	1	5	0	4
397616.0146	5315719.6898	11.7	-0.04	397616.1969	5315719.7589	18.06	-0.16	397616.4165	5315719.8421	23.3	-0.13	1	5	0	4
397615.5541	5315719.485	12.05	-0.03	397615.7348	5315719.5585	18.56	-0.15	397615.9524	5315719.647	23.65	-0.15	1	5	0	4
397615.0924	5315719.2973	11.79	-0.03	397615.273	5315719.3707	17.88	-0.15	397615.4907	5315719.4593	23.01	-0.15	1	5	0	4
397614.6289	5315719.1379	11.41	-0.04	397614.8122	5315719.204	17.21	-0.14	397615.0331	5315719.2837	22.58	-0.11	1	5	0	4
397613.8753	5315718.9289	10.8	-0.05	397614.0613	5315718.9876	17.21	-0.18	397614.2854	5315719.0584	23.02	-0.11	1	5	0	4
397613.1252	5315718.662	7.75	-0.09	397613.3084	5315718.7284	16.75	-0.24	397613.5292	5315718.8083	22.55	-0.22	1	5	0	4
397612.4583	5315718.3585	11.38	-0.03	397612.6387	5315718.4325	17.49	-0.13	397612.8561	5315718.5216	22.88	-0.11	1	5	0	4
397611.7878	5315718.1331	11.48	-0.03	397611.9724	5315718.1943	17.74	-0.15	397612.195	5315718.2681	22.8	-0.13	1	5	0	4
397611.3076	5315718.059	11.55	-0.05	397611.4964	5315718.1074	17.53	-0.18	397611.7241	5315718.1659	22.85	-0.16	1	5	0	4
397610.829	5315717.9361	11.44	-0.03	397611.0179	5315717.9846	17.11	-0.2	397611.2455	5315718.043	23.39	-0.13	1	5	0	4
397610.3509	5315717.7791	9.67	-0.04	397610.537	5315717.8365	17.32	-0.15	397610.7613	5315717.9058	23.09	-0.15	1	5	0	4
397609.9075	5315717.5841	9.55	-0.05	397610.0909	5315717.6506	16.7	-0.2	397610.3118	5315717.7306	22.49	-0.19	1	5	0	4
397609.4637	5315717.4233	11.33	-0.02	397609.6471	5315717.4897	17.46	-0.15	397609.868	5315717.5698	23.45	-0.15	1	5	0	4
397609.0216	5315717.244	9.95	-0.03	397609.203	5315717.3152	17.09	-0.13	397609.4217	5315717.401	23.4	-0.15	1	5	0	4
397608.3946	5315716.96	5.83	0.02	397608.5742	5315717.0359	12.09	-0.05	397608.7907	5315717.1274	19.23	-0.08	1	5	0	4
397607.7641	5315716.718	5.07	0.03	397607.946	5315716.7878	10.58	-0.01	397608.1653	5315716.8719	17.68	-0.17	1	5	0	4
397607.3692	5315716.6058	6.65	0.02	397607.5535	5315716.6695	13.19	-0.13	397607.7756	5315716.7463	20.27	-0.13	1	5	0	4
397606.9762	5315716.4699	6.84	-0.02	397607.1605	5315716.5336	14.59	-0.11	397607.3826	5315716.6104	20.89	-0.15	1	5	0	4
397606.5859	5315716.3041	10.74	-0.03	397606.7671	5315716.3755	16.4	-0.18	397606.9856	5315716.4616	21.45	-0.15	1	5	0	4
397605.9331	5315715.9834	10.22	-0.02	397606.1113	5315716.0624	15.75	-0.14	397606.3261	5315716.1578	20.37	-0.15	1	5	0	4
397605.2748	5315715.7516	9.82	-0.03	397605.4584	5315715.8153	15.39	-0.16	397605.6796	5315715.8921	20.02	-0.15	1	5	0	4
397604.7824	5315715.6854	10.67	-0.03	397604.9713	5315715.7338	14.87	-0.2	397605.199	5315715.792	20.68	-0.1	1	5	0	4
397604.2929	5315715.5602	8.3	-0.05	397604.4818	5315715.6085	15.32	-0.12	397604.7095	5315715.6667	20.23	-0.11	1	5	0	4
397603.8032	5315715.4162	9.34	-0.04	397603.9907	5315715.4695	15.19	-0.18	397604.2167	5315715.5337	20.02	-0.13	1	5	0	4
397603.1658	5315715.1981	10.25	-0.02	397603.3519	5315715.2563	14.26	-0.2	397603.5761	5315715.3265	19.79	-0.07	1	5	0	4
397602.5287	5315714.9921	6.36	-0.08	397602.7142	5315715.0521	14.65	-0.12	397602.9378	5315715.1243	19.82	-0.13	1	5	0	4
397602.0873	5315714.8383	5.21	-0.08	397602.2722	5315714.9	13.17	-0.22	397602.4952	5315714.9743	19.01	-0.22	1	5	0	4
397601.6457	5315714.6911	10.62	-0.02	397601.8306	5315714.7528	14.52	-0.15	397602.0536	5315714.8271	19.09	-0.06	1	5	0	4
397601.2048	5315714.5298	6.13	-0.07	397601.3885	5315714.5951	13.36	-0.12	397601.6099	5315714.6738	18.25	-0.11	1	5	0	4
397600.5672	5315714.2742	3.86	-0.1	397600.7496	5315714.3432	12.05	-0.26	397600.9694	5315714.4263	17.37	-0.17	1	5	0	4
397599.9308	5315714.0126	17.93	-0.1	397600.1111	5315714.0867	13.96	-0.2	397600.3283	5315714.1761	18.76	-0.07	1	5	0	4
397599.2872	5315713.7052	1.67	-0.19	397599.4654	5315713.7845	13.08	-0.22	397599.6801	5315713.88	18.13	-0.19	1	5	0	4
397598.6394	5315713.4384	5.63	-0.04	397598.8197	5315713.5124	11.8	-0.14	397599.037	5315713.6016	16.92	-0.07	1	5	0	4
397598.2293	5315713.3051	8.24	0.01	397598.4117	5315713.3739	12.27	-0.1	397598.6316	5315713.4568	17.45	-0.04	1	5	0	4
397597.8213	5315713.1513	4.58	-0.04	397598.0037	5315713.2201	11.8	-0.1	397598.2236	5315713.303	17.23	-0.08	1	5	0	4
397597.4124	5315713.0136	5.11	-0.01	397597.5964	5315713.0782	11.23	-0.11	397597.818	5315713.156	16.73	-0.06	1	5	0	4
397596.993	5315712.8933	7.95	0.01	397597.1784	5315712.9537	12.17	-0.12	397597.4019	5315713.0265	17.28	-0.04	1	5	0	4
397596.5745	5315712.7569	3.12	-0.06	397596.7599	5315712.8173	11.9	-0.1	397596.9833	5315712.8901	17.66	-0.1	1	5	0	4
397596.1558	5315712.6325	5.49	-0.01	397596.3421	5315712.6898	12.01	-0.08	397596.5667	5315712.7588	17.93	-0.06	1	5	0	4
397595.4946	5315712.4537	8.48	0.0	397595.6819	5315712.5078	13.57	-0.14	397595.9077	5315712.573	19.32	-0.09	1	5	0	4
397594.8338	5315712.2468	4.75	-0.07	397595.0198	5315712.3051	13.75	-0.18	397595.244	5315712.3754	19.51	-0.21	1	5	0	4
397594.4039	5315712.0853	6.91	-0.01	397594.5887	5315712.1478	13.02	-0.13	397594.8113	5315712.2231	18.76	-0.08	1	5	0	4
