X_int_1	Y_int_1	Cond.1[mS/m]	Inph.1[ppt]	X_int_2	Y_int_2	Cond.2[mS/m]	Inph.2[ppt]	X_int_3	Y_int_3	Cond.3[mS/m]	Inph.3[ppt]	Num fich	b et p	Base	Profil
397602.6936	5315698.0498	12.73	-0.02	397602.5134	5315697.9753	20.29	-0.15	397602.2962	5315697.8856	26.5	-0.17	1	22	0	21
397603.1143	5315698.1956	12.84	-0.03	397602.9315	5315698.1282	19.61	-0.17	397602.7111	5315698.0469	25.64	-0.13	1	22	0	21
397603.7825	5315698.3853	12.15	-0.03	397603.597	5315698.3249	19.97	-0.15	397603.3736	5315698.2522	26.25	-0.12	1	22	0	21
397604.4489	5315698.5881	9.82	-0.05	397604.2624	5315698.5315	19.76	-0.16	397604.0376	5315698.4632	26.52	-0.17	1	22	0	21
397604.8977	5315698.7005	12.85	-0.03	397604.71	5315698.6475	19.56	-0.18	397604.4838	5315698.5838	26.16	-0.12	1	22	0	21
397605.3463	5315698.827	12.97	-0.03	397605.1586	5315698.774	20.4	-0.16	397604.9324	5315698.7103	26.76	-0.15	1	22	0	21
397605.7948	5315698.9631	13.34	-0.04	397605.6079	5315698.9076	20.74	-0.17	397605.3826	5315698.8408	26.61	-0.16	1	22	0	21
397606.471	5315699.1833	13.09	-0.03	397606.2848	5315699.1253	20.19	-0.16	397606.0605	5315699.0554	25.91	-0.14	1	22	0	21
397607.1466	5315699.409	12.06	-0.02	397606.9618	5315699.347	19.03	-0.13	397606.739	5315699.2724	24.63	-0.12	1	22	0	21
397607.5835	5315699.5811	11.89	-0.03	397607.4	5315699.5152	18.68	-0.15	397607.1788	5315699.4358	24.41	-0.15	1	22	0	21
397608.0209	5315699.7381	11.88	-0.03	397607.8374	5315699.6722	18.36	-0.13	397607.6162	5315699.5928	24.23	-0.12	1	22	0	21
397608.4584	5315699.8928	10.99	-0.02	397608.2747	5315699.8275	17.89	-0.12	397608.0532	5315699.7489	24.0	-0.1	1	22	0	21
397609.0518	5315700.0993	11.39	-0.03	397608.8678	5315700.0346	18.12	-0.14	397608.6462	5315699.9566	23.93	-0.13	1	22	0	21
397609.6454	5315700.2971	11.33	-0.02	397609.4605	5315700.2353	17.66	-0.13	397609.2377	5315700.1607	23.15	-0.11	1	22	0	21
397610.0712	5315700.4214	9.94	-0.01	397609.8854	5315700.3624	16.76	-0.11	397609.6614	5315700.2912	23.11	-0.11	1	22	0	21
397610.4966	5315700.5565	11.29	-0.02	397610.3107	5315700.4975	18.24	-0.14	397610.0868	5315700.4263	24.65	-0.14	1	22	0	21
397610.9219	5315700.6931	11.93	-0.03	397610.7362	5315700.6337	18.85	-0.15	397610.5124	5315700.5621	25.09	-0.13	1	22	0	21
397611.5697	5315700.9033	11.71	-0.04	397611.3841	5315700.8435	18.91	-0.16	397611.1604	5315700.7714	24.55	-0.15	1	22	0	21
397612.2172	5315701.0856	12.83	-0.06	397612.0296	5315701.0327	19.64	-0.19	397611.8035	5315700.9691	24.96	-0.19	1	22	0	21
397612.6872	5315701.1728	12.44	-0.03	397612.4976	5315701.127	18.81	-0.14	397612.2692	5315701.0718	24.25	-0.13	1	22	0	21
397613.1575	5315701.2865	12.9	-0.04	397612.9679	5315701.2407	19.92	-0.15	397612.7395	5315701.1855	25.5	-0.13	1	22	0	21
397613.627	5315701.3892	14.48	-0.06	397613.4368	5315701.3463	21.23	-0.19	397613.2076	5315701.2947	26.39	-0.19	1	22	0	21
397614.3437	5315701.5282	14.43	-0.04	397614.1529	5315701.4883	20.87	-0.18	397613.9228	5315701.4402	25.98	-0.14	1	22	0	21
397615.061	5315701.7359	13.69	-0.05	397614.8747	5315701.6808	20.82	-0.19	397614.6501	5315701.6143	26.58	-0.13	1	22	0	21
397615.5004	5315701.9636	12.87	-0.06	397615.3186	5315701.8932	21.13	-0.2	397615.0994	5315701.8085	26.63	-0.19	1	22	0	21
397615.9399	5315702.1336	13.62	-0.04	397615.758	5315702.0632	19.84	-0.15	397615.5389	5315701.9785	24.81	-0.14	1	22	0	21
397616.3806	5315702.2785	13.15	-0.04	397616.1964	5315702.2147	19.4	-0.14	397615.9745	5315702.1378	23.82	-0.14	1	22	0	21
397617.0213	5315702.45	12.41	-0.03	397616.835	5315702.3927	18.37	-0.15	397616.6103	5315702.3237	23.31	-0.14	1	22	0	21
397617.6607	5315702.6555	9.94	-0.01	397617.4751	5315702.5959	15.92	-0.12	397617.2514	5315702.524	21.92	-0.11	1	22	0	21
397618.0943	5315702.8097	10.51	-0.02	397617.9094	5315702.7478	17.05	-0.14	397617.6866	5315702.6731	23.02	-0.13	1	22	0	21
397618.5281	5315702.955	12.41	-0.04	397618.3432	5315702.8931	18.43	-0.18	397618.1204	5315702.8184	23.51	-0.19	1	22	0	21
397618.9621	5315703.0795	13.82	-0.06	397618.7755	5315703.0231	18.59	-0.2	397618.5507	5315702.955	23.23	-0.16	1	22	0	21
397619.4528	5315703.1914	14.29	-0.06	397619.2646	5315703.1405	19.39	-0.19	397619.0377	5315703.0791	24.07	-0.16	1	22	0	21
397619.9434	5315703.3242	12.43	-0.05	397619.7551	5315703.2733	18.92	-0.18	397619.5283	5315703.2119	23.92	-0.18	1	22	0	21
397620.4339	5315703.4549	12.91	-0.05	397620.2455	5315703.4045	18.22	-0.2	397620.0185	5315703.3438	23.67	-0.13	1	22	0	21
397621.0983	5315703.6282	11.53	-0.06	397620.9098	5315703.5784	18.87	-0.18	397620.6826	5315703.5184	24.08	-0.14	1	22	0	21
397621.7627	5315703.8003	13.03	-0.05	397621.5739	5315703.7514	19.33	-0.2	397621.3465	5315703.6925	24.12	-0.18	1	22	0	21
397622.2077	5315703.9099	14.09	-0.06	397622.0187	5315703.8619	19.18	-0.19	397621.7909	5315703.8041	23.95	-0.14	1	22	0	21
397622.6528	5315704.0229	12.61	-0.05	397622.4638	5315703.9749	18.61	-0.16	397622.236	5315703.9171	23.42	-0.15	1	22	0	21
397623.0981	5315704.1469	12.36	-0.04	397622.9099	5315704.096	18.43	-0.17	397622.6831	5315704.0346	23.3	-0.16	1	22	0	21
397623.7211	5315704.3369	12.69	-0.04	397623.5337	5315704.2831	18.23	-0.17	397623.3079	5315704.2182	23.22	-0.14	1	22	0	21
397624.3438	5315704.5241	12.41	-0.06	397624.1571	5315704.468	19.61	-0.17	397623.932	5315704.4005	24.85	-0.16	1	22	0	21
397624.7813	5315704.669	11.44	-0.07	397624.5952	5315704.6108	19.71	-0.24	397624.3709	5315704.5407	25.5	-0.22	1	22	0	21
397625.2189	5315704.8057	13.17	-0.05	397625.0327	5315704.7475	19.03	-0.18	397624.8084	5315704.6774	24.73	-0.13	1	22	0	21
397625.6563	5315704.9478	11.76	-0.06	397625.4706	5315704.8882	18.61	-0.18	397625.2468	5315704.8164	24.46	-0.14	1	22	0	21
397626.2964	5315705.1638	12.23	-0.06	397626.1112	5315705.1028	18.9	-0.22	397625.8879	5315705.0294	24.31	-0.18	1	22	0	21
397626.9368	5315705.3679	12.89	-0.04	397626.751	5315705.3087	17.98	-0.2	397626.5271	5315705.2373	23.66	-0.13	1	22	0	21
397627.382	5315705.4986	10.1	-0.04	397627.1956	5315705.4411	17.67	-0.15	397626.9711	5315705.3718	23.63	-0.12	1	22	0	21
397627.827	5315705.6359	7.76	-0.05	397627.6407	5315705.5784	16.86	-0.17	397627.4161	5315705.5091	23.34	-0.17	1	22	0	21
397628.2702	5315705.7321	11.74	-0.03	397628.0812	5315705.6856	17.02	-0.21	397627.8534	5315705.6296	22.95	-0.12	1	22	0	21
397628.8902	5315705.8064	10.82	-0.06	397628.6985	5315705.7709	18.19	-0.16	397628.4674	5315705.728	23.72	-0.16	1	22	0	21
397629.5133	5315705.9377	10.72	-0.06	397629.3225	5315705.8978	18.08	-0.23	397629.0925	5315705.8498	23.81	-0.21	1	22	0	21
397630.1464	5315706.1007	12.98	-0.06	397629.9565	5315706.0565	17.36	-0.3	397629.7276	5315706.0033	24.39	-0.18	1	22	0	21
397630.7784	5315706.2519	10.21	-0.06	397630.5888	5315706.2066	17.98	-0.16	397630.3602	5315706.152	24.02	-0.19	1	22	0	21
397631.2001	5315706.3595	12.21	-0.07	397631.0107	5315706.313	18.78	-0.26	397630.7825	5315706.2571	24.16	-0.21	1	22	0	21
397631.6216	5315706.4629	13.95	-0.05	397631.4322	5315706.4164	19.42	-0.2	397631.204	5315706.3604	24.77	-0.18	1	22	0	21
397632.0427	5315706.6055	12.45	-0.05	397631.8564	5315706.5487	19.56	-0.17	397631.632	5315706.4803	25.13	-0.15	1	22	0	21
397632.6878	5315706.8812	12.7	-0.06	397632.5047	5315706.8141	19.87	-0.23	397632.2841	5315706.7333	25.37	-0.19	1	22	0	21
397633.3295	5315707.1511	14.23	-0.06	397633.15	5315707.0755	19.75	-0.21	397632.9337	5315706.9844	25.01	-0.14	1	22	0	21
397633.7222	5315707.374	12.13	-0.04	397633.5463	5315707.2899	18.68	-0.17	397633.3343	5315707.1885	24.0	-0.13	1	22	0	21
397634.1187	5315707.5635	12.61	-0.05	397633.9428	5315707.4794	19.44	-0.2	397633.7307	5315707.3781	24.51	-0.19	1	22	0	21
397634.5149	5315707.7549	14.42	-0.06	397634.3392	5315707.6703	20.06	-0.19	397634.1274	5315707.5684	24.55	-0.14	1	22	0	21
397635.1335	5315708.0566	12.91	-0.05	397634.958	5315707.9716	19.6	-0.17	397634.7465	5315707.8691	24.6	-0.14	1	22	0	21
397635.7562	5315708.3241	11.96	-0.07	397635.5772	5315708.2473	19.35	-0.22	397635.3615	5315708.1548	24.33	-0.18	1	22	0	21
397636.1811	5315708.4497	13.42	-0.05	397635.9985	5315708.3812	18.91	-0.16	397635.7785	5315708.2986	23.84	-0.12	1	22	0	21
397636.6021	5315708.6077	12.05	-0.04	397636.4195	5315708.5392	18.77	-0.16	397636.1995	5315708.4566	24.05	-0.12	1	22	0	21
397637.023	5315708.7119	12.61	-0.06	397636.8363	5315708.6576	19.55	-0.21	397636.6113	5315708.5921	24.5	-0.19	1	22	0	21
397637.4308	5315708.7438	13.41	-0.04	397637.24	5315708.7037	18.53	-0.19	397637.01	5315708.6554	23.58	-0.1	1	22	0	21
397637.8389	5315708.8296	13.46	-0.09	397637.648	5315708.7895	20.45	-0.22	397637.418	5315708.7411	25.33	-0.11	1	22	0	21
397638.2435	5315708.9997	11.21	-0.12	397638.0601	5315708.9376	20.88	-0.23	397637.8391	5315708.8627	25.14	-0.18	1	22	0	21
397638.8412	5315709.3716	13.29	-0.04	397638.6653	5315709.2874	18.88	-0.17	397638.4533	5315709.1861	23.18	-0.12	1	22	0	21
397639.4424	5315709.659	14.9	-0.07	397639.2664	5315709.5749	20.15	-0.21	397639.0544	5315709.4735	23.96	-0.12	1	22	0	21
397640.0435	5315709.9465	14.48	-0.13	397639.8676	5315709.8623	20.05	-0.24	397639.6556	5315709.761	23.5	-0.19	1	22	0	21
397640.6447	5315710.2339	12.68	-0.05	397640.4687	5315710.1498	18.3	-0.15	397640.2567	5315710.0484	22.8	-0.12	1	22	0	21
397639.3256	5315707.7456	10.24	-0.02	397639.511	5315707.8062	19.0	-0.16	397639.7343	5315707.8793	26.13	-0.1	1	23	0	22
397638.859	5315707.593	6.1	0.02	397639.0443	5315707.6536	12.75	-0.06	397639.2677	5315707.7267	21.43	-0.1	1	23	0	22
397638.3971	5315707.5098	7.78	0.01	397638.5865	5315707.5517	13.64	-0.15	397638.8149	5315707.6023	21.8	-0.11	1	23	0	22
397637.8801	5315707.5165	13.91	-0.08	397638.0737	5315707.5398	19.98	-0.18	397638.307	5315707.5678	24.65	-0.12	1	23	0	22
397637.354	5315707.4139	16.35	-0.11	397637.5457	5315707.448	21.81	-0.22	397637.7766	5315707.4892	25.42	-0.19	1	23	0	22
397636.9385	5315707.2762	13.28	-0.04	397637.1282	5315707.3212	19.92	-0.18	397637.3568	5315707.3755	25.42	-0.15	1	23	0	22
397636.5273	5315707.1785	12.89	-0.04	397636.717	5315707.2236	20.06	-0.2	397636.9457	5315707.2779	26.08	-0.13	1	23	0	22
397636.1157	5315707.0562	11.0	-0.07	397636.3037	5315707.1078	19.8	-0.18	397636.5301	5315707.17	25.79	-0.17	1	23	0	22
397635.5324	5315706.8495	12.3	-0.02	397635.7186	5315706.9077	18.11	-0.25	397635.9429	5315706.9777	25.13	-0.13	1	23	0	22
397634.9507	5315706.6452	13.02	-0.06	397635.1348	5315706.7091	20.66	-0.2	397635.3567	5315706.7862	26.29	-0.12	1	23	0	22
397634.5282	5315706.4607	10.75	-0.04	397634.7103	5315706.5304	20.07	-0.16	397634.9298	5315706.6145	26.02	-0.15	1	23	0	22
397634.1047	5315706.2985	12.08	-0.02	397634.2868	5315706.3682	19.37	-0.14	397634.5062	5315706.4523	25.53	-0.12	1	23	0	22
397633.6809	5315706.139	11.93	-0.03	397633.8633	5315706.208	19.2	-0.22	397634.0831	5315706.2912	25.96	-0.13	1	23	0	22
397633.0275	5315705.8972	11.38	-0.06	397633.2101	5315705.9656	20.33	-0.18	397633.4302	5315706.0479	26.26	-0.19	1	23	0	22
397632.3735	5315705.6682	15.39	-0.05	397632.5575	5315705.7325	20.28	-0.24	397632.7793	5315705.8101	25.62	-0.15	1	23	0	22
397631.9355	5315705.5413	12.8	-0.05	397632.1209	5315705.6017	20.17	-0.17	397632.3444	5315705.6744	25.49	-0.14	1	23	0	22
397631.4982	5315705.3991	11.49	-0.03	397631.6837	5315705.4594	19.42	-0.17	397631.9071	5315705.5321	25.24	-0.17	1	23	0	22
397631.0612	5315705.2828	12.95	-0.03	397631.2486	5315705.3363	19.2	-0.18	397631.4744	5315705.4007	25.13	-0.15	1	23	0	22
397630.3781	5315705.141	11.39	-0.04	397630.5675	5315705.1875	19.31	-0.17	397630.7957	5315705.2436	25.33	-0.15	1	23	0	22
397629.6945	5315704.9616	10.25	-0.05	397629.8831	5315705.0112	18.82	-0.2	397630.1103	5315705.0709	25.06	-0.19	1	23	0	22
397629.2682	5315704.8309	12.39	-0.02	397629.456	5315704.8835	18.75	-0.17	397629.6822	5315704.9469	24.73	-0.13	1	23	0	22
397628.8422	5315704.7116	11.17	-0.02	397629.03	5315704.7642	17.91	-0.14	397629.2563	5315704.8276	23.78	-0.12	1	23	0	22
397628.4163	5315704.5809	11.99	-0.03	397628.6032	5315704.6365	18.67	-0.16	397628.8284	5315704.7035	24.17	-0.16	1	23	0	22
397627.7821	5315704.3697	13.13	-0.03	397627.9681	5315704.4283	19.11	-0.17	397628.1923	5315704.4989	24.66	-0.13	1	23	0	22
397627.1483	5315704.1947	11.41	-0.03	397627.3361	5315704.2467	18.92	-0.15	397627.5625	5315704.3094	24.68	-0.11	1	23	0	22
397626.6845	5315704.1082	10.77	-0.03	397626.8741	5315704.1536	18.08	-0.17	397627.1026	5315704.2084	24.05	-0.17	1	23	0	22
397626.2202	5315703.9969	13.32	-0.03	397626.4099	5315704.0423	18.91	-0.21	397626.6384	5315704.0971	24.75	-0.13	1	23	0	22
397625.7563	5315703.891	11.32	-0.03	397625.9463	5315703.935	18.69	-0.14	397626.1752	5315703.988	24.74	-0.13	1	23	0	22
397625.0536	5315703.7395	11.06	-0.02	397625.2439	5315703.782	18.37	-0.18	397625.4733	5315703.8332	24.54	-0.15	1	23	0	22
397624.351	5315703.5294	12.49	-0.03	397624.5371	5315703.5859	18.21	-0.18	397624.7613	5315703.6539	24.05	-0.11	1	23	0	22
397623.9073	5315703.3043	10.41	-0.03	397624.0891	5315703.3747	18.39	-0.14	397624.3082	5315703.4596	24.4	-0.13	1	23	0	22
397623.4631	5315703.1322	10.24	-0.02	397623.6449	5315703.2027	17.96	-0.18	397623.864	5315703.2876	24.34	-0.17	1	23	0	22
397623.0192	5315702.9563	12.37	-0.02	397623.2007	5315703.0277	18.6	-0.15	397623.4193	5315703.1138	24.2	-0.12	1	23	0	22
397622.3503	5315702.6846	10.56	-0.04	397622.5314	5315702.757	17.73	-0.15	397622.7495	5315702.8443	23.25	-0.15	1	23	0	22
397621.6795	5315702.4536	10.23	-0.03	397621.8638	5315702.5165	17.1	-0.17	397622.0859	5315702.5922	22.94	-0.15	1	23	0	22
397620.9904	5315702.2954	12.52	-0.02	397621.178	5315702.3486	18.33	-0.19	397621.4041	5315702.4128	24.55	-0.12	1	23	0	22
397620.3044	5315702.1288	10.37	-0.02	397620.4938	5315702.1744	17.86	-0.12	397620.7221	5315702.2293	24.06	-0.14	1	23	0	22
397619.8244	5315702.0617	9.81	-0.01	397620.0156	5315702.0997	16.73	-0.12	397620.2461	5315702.1454	22.99	-0.13	1	23	0	22
397619.343	5315701.9661	12.71	-0.03	397619.5342	5315702.0041	18.46	-0.2	397619.7647	5315702.0499	24.05	-0.11	1	23	0	22
397618.8607	5315701.8193	7.95	-0.08	397619.0482	5315701.8709	18.18	-0.16	397619.2742	5315701.933	24.08	-0.16	1	23	0	22
397618.422	5315701.6129	8.94	-0.02	397618.6058	5315701.6781	16.93	-0.16	397618.8273	5315701.7566	23.49	-0.16	1	23	0	22
397617.9843	5315701.4578	12.42	-0.02	397618.1681	5315701.5229	19.2	-0.15	397618.3896	5315701.6014	24.84	-0.14	1	23	0	22
397617.5464	5315701.3063	11.81	-0.04	397617.7305	5315701.3705	18.77	-0.17	397617.9524	5315701.4478	24.07	-0.17	1	23	0	22
397616.8348	5315701.066	11.49	-0.02	397617.0192	5315701.1292	18.32	-0.17	397617.2415	5315701.2054	23.96	-0.16	1	23	0	22
397616.1234	5315700.8228	12.77	-0.03	397616.3079	5315700.8858	19.19	-0.17	397616.5303	5315700.9618	24.76	-0.15	1	23	0	22
397615.6376	5315700.6582	11.92	-0.04	397615.8222	5315700.7211	18.93	-0.18	397616.0446	5315700.7968	24.56	-0.17	1	23	0	22
397615.1518	5315700.4929	10.97	-0.02	397615.3364	5315700.5557	17.75	-0.17	397615.5589	5315700.6314	24.06	-0.15	1	23	0	22
397614.666	5315700.3565	13.27	-0.03	397614.8528	5315700.4117	19.8	-0.2	397615.078	5315700.4782	25.83	-0.15	1	23	0	22
397613.9488	5315700.2052	11.04	-0.06	397614.1379	5315700.2527	20.0	-0.19	397614.3658	5315700.31	26.0	-0.2	1	23	0	22
397613.2313	5315700.0099	11.01	-0.02	397613.4193	5315700.0614	18.01	-0.17	397613.6459	5315700.1235	24.47	-0.14	1	23	0	22
397612.7941	5315699.8651	12.33	-0.04	397612.981	5315699.9206	19.68	-0.18	397613.2063	5315699.9875	25.35	-0.14	1	23	0	22
397612.3571	5315699.7353	8.99	-0.1	397612.5441	5315699.7908	18.78	-0.24	397612.7693	5315699.8577	24.73	-0.24	1	23	0	22
397611.9222	5315699.6444	11.1	-0.02	397612.1116	5315699.6895	17.99	-0.14	397612.3399	5315699.7438	24.18	-0.13	1	23	0	22
397611.2838	5315699.5674	13.39	-0.04	397611.4757	5315699.6021	20.56	-0.18	397611.7069	5315699.6439	26.3	-0.15	1	23	0	22
397610.6419	5315699.3915	8.36	-0.1	397610.8295	5315699.4422	19.29	-0.22	397611.0556	5315699.5032	25.42	-0.22	1	23	0	22
397610.2392	5315699.1854	10.17	-0.02	397610.4225	5315699.252	17.64	-0.15	397610.6433	5315699.3324	24.14	-0.14	1	23	0	22
397609.8378	5315699.0394	13.26	-0.03	397610.0211	5315699.1061	20.28	-0.16	397610.2419	5315699.1864	26.06	-0.14	1	23	0	22
397609.4361	5315698.8991	12.29	-0.05	397609.6199	5315698.9643	19.84	-0.17	397609.8413	5315699.0428	25.6	-0.17	1	23	0	22
397608.7699	5315698.6746	10.48	-0.02	397608.9542	5315698.7383	18.43	-0.15	397609.1763	5315698.8151	25.2	-0.15	1	23	0	22
397608.1049	5315698.4304	13.34	-0.03	397608.2879	5315698.4978	20.79	-0.16	397608.5084	5315698.5789	27.22	-0.15	1	23	0	22
397607.689	5315698.2534	9.24	-0.06	397607.8706	5315698.3244	19.08	-0.15	397608.0895	5315698.4099	25.92	-0.16	1	23	0	22
397607.2721	5315698.0905	9.21	-0.02	397607.4537	5315698.1615	17.37	-0.15	397607.6726	5315698.247	24.55	-0.15	1	23	0	22
397606.8601	5315698.0238	13.19	-0.03	397607.0479	5315698.069	20.31	-0.16	397607.2742	5315698.1235	26.77	-0.14	1	23	0	22
397606.1712	5315698.0506	13.18	-0.03	397606.3652	5315698.07	20.6	-0.17	397606.599	5315698.0935	27.3	-0.16	1	23	0	22
397605.4714	5315697.921	11.89	-0.02	397605.6623	5315697.9568	19.38	-0.19	397605.8925	5315697.9999	26.07	-0.15	1	23	0	22
397605.0179	5315697.7366	14.8	-0.04	397605.2058	5315697.7887	21.33	-0.22	397605.4322	5315697.8516	27.58	-0.12	1	23	0	22
397604.5705	5315697.6124	13.42	-0.04	397604.7584	5315697.6646	21.43	-0.14	397604.9848	5315697.7274	27.55	-0.17	1	23	0	22
397604.1231	5315697.4799	11.22	-0.01	397604.3103	5315697.5342	19.48	-0.15	397604.536	5315697.5998	26.52	-0.14	1	23	0	22
397603.4831	5315697.2775	13.35	-0.02	397603.6697	5315697.3341	20.86	-0.17	397603.8946	5315697.4023	27.58	-0.13	1	23	0	22
397602.8487	5315697.0245	9.1	-0.09	397603.0293	5315697.0962	19.92	-0.17	397603.2469	5315697.1827	26.54	-0.18	1	23	0	22
397602.4545	5315696.7667	11.37	-0.03	397602.6291	5315696.8535	19.51	-0.16	397602.8395	5315696.9582	26.27	-0.17	1	23	0	22
397602.055	5315696.5678	13.31	-0.01	397602.2296	5315696.6547	21.33	-0.12	397602.4399	5315696.7594	27.42	-0.14	1	23	0	22
397601.6502	5315696.443	13.72	-0.03	397601.8319	5315696.5108	21.31	-0.13	397602.0509	5315696.5924	27.36	-0.15	1	23	0	22
397600.9569	5315696.34	12.7	-0.02	397601.1458	5315696.3886	20.26	-0.15	397601.3733	5315696.4472	26.69	-0.14	1	23	0	22
397600.2699	5315696.1223	15.44	-0.05	397600.4553	5315696.1815	22.0	-0.21	397600.6788	5315696.2529	28.07	-0.13	1	23	0	22
397599.834	5315695.914	11.89	-0.07	397600.016	5315695.9839	21.51	-0.16	397600.2354	5315696.0681	27.6	-0.17	1	23	0	22
397599.3971	5315695.7463	12.22	-0.02	397599.5792	5315695.8162	20.32	-0.15	397599.7986	5315695.9004	26.81	-0.15	1	23	0	22
397598.9592	5315695.6017	13.04	-0.03	397599.1433	5315695.6656	20.55	-0.17	397599.3652	5315695.7425	26.76	-0.11	1	23	0	22
397598.3179	5315695.4257	11.71	-0.06	397598.5041	5315695.4836	20.14	-0.18	397598.7285	5315695.5534	26.42	-0.19	1	23	0	22
397597.6783	5315695.2111	12.63	-0.03	397597.8631	5315695.273	19.65	-0.17	397598.0859	5315695.3477	25.77	-0.13	1	23	0	22
397597.2214	5315695.0307	14.03	-0.04	397597.4048	5315695.0967	21.16	-0.16	397597.6259	5315695.1763	26.5	-0.12	1	23	0	22
397596.7639	5315694.8659	12.41	-0.05	397596.9473	5315694.932	20.53	-0.17	397597.1684	5315695.0116	25.85	-0.16	1	23	0	22
397596.3057	5315694.7196	12.02	-0.01	397596.4908	5315694.7808	18.68	-0.11	397596.7138	5315694.8547	24.22	-0.1	1	23	0	22
397595.6171	5315694.5299	12.7	-0.04	397595.8038	5315694.5863	20.06	-0.14	397596.0287	5315694.6544	25.29	-0.11	1	23	0	22
397594.9308	5315694.3593	8.5	-0.1	397595.1199	5315694.4057	18.44	-0.24	397595.3478	5315694.4616	24.43	-0.21	1	23	0	22
397594.4603	5315694.307	11.17	-0.01	397594.6518	5315694.3434	17.05	-0.11	397594.8827	5315694.3873	23.12	-0.07	1	23	0	22
397593.988	5315694.2173	12.42	-0.04	397594.1796	5315694.2537	19.52	-0.13	397594.4104	5315694.2976	24.78	-0.08	1	23	0	22
397593.5151	5315694.0648	13.22	-0.04	397593.702	5315694.1178	19.97	-0.17	397593.9272	5315694.1817	25.1	-0.15	1	23	0	22
397592.8336	5315693.742	12.76	-0.02	397593.0158	5315693.8116	18.17	-0.15	397593.2353	5315693.8955	23.84	-0.09	1	23	0	22
397592.1516	5315693.5128	10.79	-0.07	397592.3365	5315693.5743	19.28	-0.16	397592.5592	5315693.6484	24.88	-0.11	1	23	0	22
397591.6968	5315693.4144	9.53	-0.06	397591.8843	5315693.4678	18.5	-0.18	397592.1103	5315693.5322	24.45	-0.18	1	23	0	22
397591.243	5315693.2851	14.06	-0.03	397591.4305	5315693.3385	19.65	-0.17	397591.6565	5315693.4029	25.3	-0.11	1	23	0	22
397590.7893	5315693.1625	9.54	-0.08	397590.9774	5315693.2142	19.7	-0.14	397591.204	5315693.2764	25.25	-0.11	1	23	0	22
397590.0995	5315692.9867	10.0	-0.06	397590.288	5315693.0366	19.0	-0.23	397590.5152	5315693.0967	25.17	-0.22	1	23	0	22
397589.4099	5315692.7745	13.17	-0.01	397589.596	5315692.8322	19.52	-0.14	397589.8203	5315692.9016	25.65	-0.1	1	23	0	22
397588.9859	5315692.5936	11.06	-0.02	397589.1695	5315692.6591	18.9	-0.13	397589.3909	5315692.738	24.85	-0.12	1	23	0	22
397588.5614	5315692.4424	10.73	-0.02	397588.7451	5315692.5079	18.59	-0.15	397588.9664	5315692.5867	24.61	-0.15	1	23	0	22
397588.1366	5315692.3231	13.1	-0.02	397588.3228	5315692.3802	18.33	-0.19	397588.5473	5315692.4489	24.5	-0.1	1	23	0	22
397587.4705	5315692.1835	9.11	-0.07	397587.6593	5315692.2322	18.82	-0.12	397587.8869	5315692.2908	24.76	-0.12	1	23	0	22
397586.8051	5315692.0179	10.3	-0.03	397586.9943	5315692.065	18.36	-0.18	397587.2223	5315692.1217	25.02	-0.16	1	23	0	22
397586.3634	5315691.9178	12.94	-0.02	397586.553	5315691.9633	19.42	-0.14	397586.7815	5315692.0181	25.2	-0.09	1	23	0	22
397585.9215	5315691.8118	12.46	-0.03	397586.1111	5315691.8573	19.1	-0.13	397586.3396	5315691.9121	24.57	-0.11	1	23	0	22
397585.4793	5315691.6794	12.88	-0.04	397585.6669	5315691.7319	19.89	-0.16	397585.8931	5315691.7951	25.42	-0.12	1	23	0	22
397584.8195	5315691.4419	13.49	-0.02	397585.0053	5315691.5014	20.17	-0.14	397585.2291	5315691.573	25.74	-0.11	1	23	0	22
397584.1615	5315691.2073	9.39	-0.05	397584.3451	5315691.2729	17.72	-0.15	397584.5663	5315691.3519	23.44	-0.14	1	23	0	22
397583.7231	5315691.0101	11.62	-0.03	397583.9044	5315691.0817	18.44	-0.14	397584.123	5315691.1681	23.61	-0.12	1	23	0	22
397583.2833	5315690.8363	15.0	-0.04	397583.4646	5315690.908	20.96	-0.15	397583.6832	5315690.9943	25.53	-0.1	1	23	0	22
397582.8421	5315690.7025	13.35	-0.04	397583.027	5315690.7637	19.69	-0.14	397583.2497	5315690.8375	24.48	-0.11	1	23	0	22
397582.1285	5315690.5506	12.19	-0.03	397582.3168	5315690.6014	18.31	-0.14	397582.5437	5315690.6625	23.44	-0.1	1	23	0	22
397581.4184	5315690.3107	13.63	-0.04	397581.6024	5315690.3739	18.98	-0.21	397581.8242	5315690.4501	24.53	-0.1	1	23	0	22
397580.9804	5315690.0773	9.15	-0.03	397581.1601	5315690.153	17.49	-0.11	397581.3766	5315690.2442	23.61	-0.1	1	23	0	22
397580.5401	5315689.8918	9.53	-0.01	397580.7198	5315689.9675	16.82	-0.14	397580.9364	5315690.0587	23.35	-0.09	1	23	0	22
397580.0977	5315689.7381	12.28	-0.01	397580.2805	5315689.8056	18.55	-0.14	397580.5007	5315689.8869	24.39	-0.08	1	23	0	22
397579.4308	5315689.5578	11.15	-0.03	397579.6166	5315689.617	18.28	-0.13	397579.8404	5315689.6885	23.95	-0.09	1	23	0	22
